property_title,postal_code,monthly_price,weekly_price,bedroom,baths,tenants,location,deposit,rent,bills_included,students only,student_friendly,families_allowed,pets_allowed,smokers_allowed,available_from,minimum_tenancy,garden,parking,fireplace,furnishing,url,epc_rating,description
"1 Bed Flat, Altitude Point, E1",E1,"£2,900.00",£669.23,1,1,2,London,"£3,346.15","£2,900.00",No,-,Yes,Yes,No,No,"01 October, 2024",6 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-altitude-point-e1/2218732,,"Elegant 1-Bedroom Apartment with Stunning Views in Aldgate – Available from 1st October 2024 onwardsDiscover this newly furnished 22nd-floor, 1-bedroom, 1-bathroom apartment in the heart of Aldgate — ideal for singles or couples seeking proximity to the City and vibrant Shoreditch. At nearly 640 sq ft (60 sq m), a one-bedroom flat of this size and quality is a rare find, and it is fully prepared for immediate occupancy.Features include:A naturally bright, open-plan living area with a stylish design, perfect for relaxation or hosting guests.A sleek, modern kitchen fully equipped with high-quality appliances to meet all your culinary needs.Private balcony offering uninterrupted, breathtaking views of the London skyline.Underfloor heating and air-conditioning throughout for year-round comfort.Spacious bedroom with a built-in wardrobe featuring automatic lighting.Access to communal amenities, including a 24-hour concierge, a rooftop terrace, and bike storage.The area boasts a variety of local amenities, from trendy restaurants and bars to shops and more.Conveniently located within a 5–10 minute walk of Aldgate East, Aldgate, and Liverpool Street tube stations.Book your viewing today!Note:Previous EPC rating B.Updated certification is currently being obtained."
"2 Bed Flat, Monument Street, EC3R",EC3R,"£3,200.00",£738.46,2,2,4,London,"£3,692.30","£3,200.00",No,-,Yes,No,No,No,Today,12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-monument-street-ec3r/2150536,,"AVAILABLE IMMEDIATELY!Flat to rent in Werna House, 31 Monument Street, London EC3RVIDEO AVAILABLE ON REQUEST -STUDENTS WELCOME!Property features·         Two Double Bedroom Apartment·         Two Bathrooms (One En-suite)·         Separate Kitchen and Lounge·         CLOSE TO LSE AND UNIVERSITIES·         Lift to all Floors·         Concierge·         Paul Neuhaus Lighting Throughout the Property·         Wooden Floors Throughout the Property·         Min's Walk To Monument, Bank, Tower Hill·         Min's To Amenities & TransportSTUDENTS WELCOME!Property descriptionThe flat is a large apartment situated in a modern residential building on Monument Street in the heart of the City.Close to LSE and Universities.The apartment comprises 2 double bedrooms, 2 bathrooms, 1 on-suite, 2 receptions, fully furnished to a very high standard, a fully fitted separate kitchen with all appliances.Benefits from a concierge.Half a minute walk from Monument Station and Fenchurch Street Station."
"1 Bed Flat, Pepys Street, EC3N",EC3N,"£2,350.00",£542.31,1,1,2,London,"£2,350.00","£2,350.00",No,-,Yes,Yes,No,No,"22 September, 2024",6 Months,No,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-pepys-street-ec3n/2150306,,"600 square foot, 1 bedroom whole flat, concierge, parking available, near Four Seasons Hotel, 1 minute to Tower Hill station, central heating."
"1 Bed Flat, St. Johns House, EC3N",EC3N,"£2,350.00",£542.31,1,1,2,London,£0.00,"£2,350.00",Yes,-,Yes,Yes,Yes,Yes,"15 September, 2024",1 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-st-johns-house-ec3n/2218076,,"1BR Apartment Available from 15th September to 24th NovemberLooking for a short-term tenant to take over my cozy 1-bedroom apartment in the heart of the city. Perfectly located with excellent transport links and nearby amenities, this fully-furnished flat is available from 15th September to 24th November.Rent: £2,350 pcmAll bills included – water, gas, electricity, and high-speed internet.Special Offer: Book for the full 2 months, and get 1 week free!Key Features:Spacious 1-bedroom apartmentModern, fully-equipped kitchenBright and airy living roomBills and Wi-Fi included in the rent4 minutes' walk from Tower Hill Station with connections to the City, West End, and Canary Wharf4 minutes' walk from Aldgate Station with connections to the City, West End, and Canary Wharf4 minutes' walk to Fenchurch Street Station for various overland services8 minutes' walk to the Thames footpath, Tower Bridge, and Tower Hill Millennium Pier8 minutes' walk to St Katharine Docks with its waterfront bars, restaurants, and shopsPrime city-center location, ideal for professionals or couples seeking a short-term stayDon’t miss out on this fantastic opportunity to enjoy city living with unbeatable convenience!"
"1 Bed Flat, Mansell Street, E1",E1,"£2,250.00",£519.23,1,1,2,London,"£2,250.00","£2,250.00",No,-,Yes,Yes,No,No,Today,10 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-mansell-street-e1/2184573,,"An outstanding one-bedroom apartment located in a secure modern residential development in the heart of the City. The property is conveniently located in a close proximity to the amenities of Tower Bridge, Aldgate, and the City, while the convenient transport links include Tower Gateway, Aldgate, and Tower Hill Underground Stations.Comprising a bright living room with large windows and a spacious balcony; a separate modern fitted kitchen suite with integrated appliances including a washing machine, large fridge-freezer, dish-washing machine, microwave, toaster, kettle, and hob; a spacious double bedroom with  fitted wardrobe space; plus a modern bathroom suite. Additional storage space and utility cupboard in the hallway.The property also benefit from a dedicated concierge service for your convenience and security.This apartment is ideal for professionals working in the City of London or Canary Wharf. Its strategic location and superior amenities provide a comfortable and convenient living experience.For more information or to arrange a viewing, please contact us."
"1 Bed Flat, Merchant House, E1",E1,"£1,970.00",£454.62,1,1,2,London,"£2,273.07","£1,970.00",No,-,Yes,Yes,No,No,"28 September, 2024",12 Months,No,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-merchant-house-e1/2185520,,"Welcome to this cosy, bright and lovely one bedroom one bath locating in the Aldgate Area. The combination of historic and modern excites people a lot: to the East is the delights of Brick Lane and to the West is the City...all based around Spitalfields cobbled market!The location is extremely good. You can walk to two main underground stations within five minutes: Aldgate and Aldgate East. The Liverpool st station is within 10 minutes' walk as well.The property is located in a resident access only yard, so you can stay away from the hustle and bustle fochten city. It has been re-newed recently, and it comes with all essential furniture (dishwasher provided!).* Secured and private parking included.【Local Area】Whitechapel, a London marvel where old meets new. But proximity to London’s original city centre isn’t the only benefitof living in this area. Whether suited and booted in the financial district of the City or letting loose in Shoreditch, the EC3 postcode effortlessly blends the best of east and central London.【Culture and Leisure】Creative arts flourish in the area through galleries and venues such as Whitechapel, Old Truman’s Brewery and Wilton’s Music Hall. There are many smaller art and design workshops and venues along Brick Lane and Shoreditch High Street, just within a 10-minute walk.【Shopping and Catering】Aldgate High Street is home to a range of retailers and chic boutiques that sell clothes, accessories, home decor and food. However, the most exciting shopping experiences in the East End stem from the local markets. Combining consumption and production, the market has been a stalwart of East London’s streets for hundreds of years.* Secured and private parking available.Viewing available from Monday to Saturday."
"Room in a Shared House, Scarborough Street, E1",E1,£780.00,£180.00,6,4,1,London,£780.00,£780.00,Yes,-,Yes,No,No,No,Today,5 Months,Yes,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-house-scarborough-street-e1/2219629,,"Double room available in E1 Aldgate East near Tower BridgeDouble bedroomFor Female onlyAll bills & internet including.The room comes fully furnished double bed, bedside, wardrobe, desk & chair, chest of drawers.Transport link:2 mins walk to Tower Gateway DLR station5 mins walk to Aldgate East stationThe kitchen is fully equipped and includes oven, fridge, microwave, toaster, kettle, mixer, dining set & cutlery, dining table & chairs, washing machine etc.TRANSPORTATION2 mins walk to Tower Gateway DLR3 mins Aldgate East underground5 min away from Central LondonWalking distance to Tower Bridge, Aldgate, Liverpool Street, Central London"
"Room in a Shared Flat, Herbert House, E1",E1,"£1,100.00",£253.85,3,1,1,London,"£1,100.00","£1,100.00",Yes,-,Yes,No,No,No,"01 October, 2024",6 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-flat-herbert-house-e1/2224765,,"Available 1st OctoberDouble Room£1100 PCMAll Bills IncludedNo DSS / No CoupleAddress: Herbert House Old Castle street E1 7TWLocated just a short walk to Aldgate East Station and in the heart of Spital Fields, this property offers you the best of London living. Imagine being just steps away from the station and a stone's throw from the buzzing scenes!"
"Room in a Shared Flat, Old Castle Street, E1",E1,"£1,100.00",£253.85,3,1,1,London,£507.69,"£1,100.00",Yes,-,Yes,No,Yes,Yes,"01 October, 2024",6 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-flat-old-castle-street-e1/2217432,,"We are proud to offer this delightful room in a 3 bedroom, 1 bathroom shared flat in a great location.Available to move in from 01 October 2024. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing!SummaryRent £1,100.00 per month (£253.85 per week)Deposit / Bond is £507.69Minimum tenancy is 6 monthsMaximum number of tenants is 1"
"2 Bed Flat, Artillery Lane, E1",E1,"£3,250.00",£750.00,2,1,3,London,"£3,750.00","£3,250.00",No,-,Yes,No,Yes,Yes,Today,12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-artillery-lane-e1/2167589,,"Presenting a fantastic two-bedroom apartment spread across the third and fourth floors, located in close proximity to Liverpool Street station and nestled within the vibrant Artillery Lane, which leads to the renowned Spitalfields market.This stylish property boasts a bright reception room, creating an inviting living space. The fabulous open-plan kitchen features brand-new integrated appliances, perfect for culinary enthusiasts. The well-proportioned bedrooms offer comfort and relaxation, while the luxurious family bathroom adds a touch of elegance.Situated just off Bishopsgate, Artillery Lane is an ideal location for those working in the City, with a short walking distance to Liverpool Street station, offering underground and mainline services. Aldgate East station, served by the District line, is also just minutes away. The area is brimming with trendy shops, bars, and restaurants, with fashionable Spitalfields and Shoreditch right on your doorstep.Liverpool Street station is set to benefit from the upcoming Crossrail (Elizabeth Line), which will provide faster and convenient transportation options across the city, connecting the West End and Heathrow.For council tax purposes, the property falls under Band D, with an annual charge of £1,145.63 for the 2023-24 period. The local authority overseeing the area is the City of London.With a total square footage of 817 (76 sqm), this apartment offers a comfortable and stylish living space in a prime location.In summary, this fantastic two-bedroom apartment in the heart of Artillery Lane offers convenience, style, and easy access to transport links. Whether you're looking to immerse yourself in the vibrant city lifestyle or seeking a comfortable retreat, this property provides an excellent opportunity to enjoy the best of London living."
"1 Bed Flat, Crawford Building, E1",E1,"£2,600.00",£600.00,1,1,2,London,"£3,000.00","£2,600.00",No,-,Yes,Yes,No,No,"15 September, 2024",12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-crawford-building-e1/2208516,,"Secure contemporary building with concierge above Aldgate East StationFully furnished 1 bedroom apartment on 15th floorBedroom with a built in wardrobe, a double bed, a full length mirror and bedside tables with lampsOpen plan Reception with a sofa, TV stand, a drawer, a table and 2 chairs (all furniture has recently been renewed)Modern fully fitted Kitchen with a dishwasher, hob and oven, fridge, wine fridgeWasher-dryer (newly installed) in the utility unit in the hallwayEntry phoneAvailable now for a 12 month contract5 weeks' deposit required, bills are not included. No agents please."
"1 Bed Flat, Crawford Building, E1",E1,"£2,600.00",£600.00,1,1,2,London,"£3,000.00","£2,600.00",No,Yes,-,No,No,No,"15 September, 2024",12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-crawford-building-e1/2215264,,"Secure contemporary building with concierge above Aldgate East StationFully furnished 1 Bed apartment on 15th floorBedroom with built in wardrobeOpen plan Reception with modern KitchenAvailable now for a 12 month contractVideo of the apartment available on request.5 weeks' deposit required, bills are not included. No agents please."
"3 Bed Flat, Bell Lane, E1",E1,"£2,800.00",£646.15,3,1,3,London,"£3,230.76","£2,800.00",No,-,Yes,Yes,No,Yes,"01 October, 2024",12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/3-bed-flat-bell-lane-e1/2192547,,"3 Bed flat spreaded into 2 floors with 1 bathroom and 1 toilet available from 1st of October 2024.2,850 GBP whole flat letting ( Council tax included ). No room renters. Owner can include internet ( BT fibre optic )and water for extra 80 gbp on top. Gas / Electricity 60-150 per month based on the season .All the rooms have desk and chair, double bed , chest of drawer and wardrobe . The flat is located in a very lively area with plenty of restaurant and shops. Nearby Spitalfield Market , Brick Lane Market , Shoreditch .2 mins from Spitafield/Bricklane/Liverpool Street( Elizabeth Line / Central Line / Hammersmith and City Line ) 2 mins walk to Aldgate East ( district line / circle line )5 mins by tube to Bank15 mins by tube to Temple - KCL15 mins by tube to Holborn - LSENearby universities including City University , LSE, UCL , KCL, LCF, Queen Marry , Coventry Univetsity , Uni of Westminster . All within 10-20 mins by commute .Feel free to message us ASAP introducing yourself and letting us know when you can view the flat."
"1 Bed Flat, Royal Mint Street, E1",E1,"£3,300.00",£761.54,1,1,2,London,"£3,807.69","£3,300.00",No,-,Yes,Yes,Yes,Yes,"17 September, 2024",12 Months,No,No,No,At tenant choice,http://openrent.co.uk/property-to-rent/london/1-bed-flat-royal-mint-street-e1/2221120,,"Introducing a stunning 1-bedroom luxury apartment with private balcony located on Royal Mint Street, offering the perfect blend of modern sophistication and charm. Situated in one of London’s most sought-after areas, this apartment boasts elegant, high-end finishes throughout, featuring an open-plan living area with floor-to-ceiling windows that flood the space with natural light. The sleek kitchen is fully equipped with top-of-the-line appliances, making it perfect for entertaining or relaxed evenings at home.The spacious bedroom is a serene retreat, complete with built-in wardrobes and plush carpeting. A contemporary bathroom, designed with premium materials and underfloor heating, adds a further touch of luxury. Residents of this exclusive development enjoy access to state-of-the-art amenities, including a 24-hour concierge, fitness centre, private cinema, and a beautifully landscaped communal garden.Located just minutes from Tower Hill and St. Katharine Docks, this apartment offers excellent transport links, world-class dining, and iconic London landmarks right at your doorstep, making it an exceptional opportunity for those seeking a blend of luxury living and prime location."
"Room in a Shared Flat, Leman Street, E1",E1,"£1,387.00",£320.08,3,2,1,London,"£1,600.38","£1,387.00",Yes,-,Yes,Yes,Yes,No,Today,1 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-flat-leman-street-e1/2208415,,"Hello . I’m looking for someone to take over my lease from Sep 21st 2024 to Sep 4th 2025. The apartment is a 3 beds 2 baths flat with shared kitchen. My room is an en-suite with shower.Very convenient location, 5 mins walk from Aldgate East , 15 mins walk from Spitalfields market.Single person only. Electricity bill partly covered, less than 5 pounds during summer and 10-20 pounds during winter."
"1 Bed Flat, Cashmere House, E1",E1,"£3,500.00",£807.69,1,2,2,London,"£4,038.46","£3,500.00",No,-,Yes,Yes,Yes,No,"16 September, 2024",6 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-cashmere-house-e1/2142351,,"Available From 16/09/2024A luxury one bedroom, one bathroom apartment set within Goodman's Fields, Berkeley Homes’ latest flagship development located in this fantastic E1 central London location. This designer furnished two bedroom property benefits from a spacious living room, fully integrated high specification kitchen with built in appliances, built-in wardrobes, a guest toilet, and a luxury ensuite bathroom.Residents enjoy a private gymnasium, swimming pool, spa facilities, private cinema, two acres of carefully manicured gardens, access to a business lounge and 24-hour concierge. Goodman's Fields is ideally placed for an unrivalled selection of local amenities and excellent transport links, being only 300 meters from Aldgate station."
"1 Bed Flat, Sir John Lyon House, EC4V",EC4V,"£2,340.00",£540.00,1,1,2,London,"£2,340.00","£2,340.00",No,-,Yes,Yes,No,No,"16 September, 2024",12 Months,Yes,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-sir-john-lyon-house-ec4v/2190523,,"This is a lovely 1 bedroom flat in a serviced building with a concierge, small communal garden and located on the River path which is great for runs or walks along the water.Just a three minute walk from Mansion House tube station, all areas of the Square Mile are within easy reach, as well as the Tate Modern is just over the Millenium Bridge and London City Airport is just 30mins away.The bedroom is a good size with a double bed, built in double closet space, dresser and side tables.The open plan living and kitchen area has seating for 4 at the table as well as in the living area with a coffee table and flat screen TV.  The kitchen has a dishwasher as well as the basic appliances (kettle, toaster etc...) including a microwave.  There is a separate hallway cupboard which houses the washer/dryer, fans and the water tank.Great for a single person or professional couple!Internet will be added to the rental amount at £42.40 per month.Parking can be rented via the concierge"
"1 Bed Flat, Sir John Lyon House, EC4V",EC4V,"£3,950.00",£911.54,1,1,4,London,"£1,823.07","£3,950.00",Yes,-,Yes,Yes,No,No,"01 November, 2024",1 Months,No,Yes,Yes,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-sir-john-lyon-house-ec4v/2210576,,"This apartment is in Central London. London Bridge, Tower Bridge, Tate Modern, Shakespeare Globe, St Pauls Cathedral, National Theatre, OXO Tower, Borough Market, nice bars and so many nice attractions are just at the doorstep. There are easy access to public transports nearby taking you to other places in London or you can just have a nice walk around.We have professional teams to maintain this apartment at a high standard. Our aim is to make a good memory of staying in London for you.This apartment is for rent from minimum 1 month to maximum 6 months. All bills including Electricity, Water, internet and council tax covered."
"1 Bed Flat, Whitechapel High St, E1",E1,"£4,500.00","£1,038.46",1,1,2,London,£0.00,"£4,500.00",Yes,-,No,No,No,No,Today,1 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-whitechapel-high-st-e1/2207288,,"Experience London City With This Cosy and Centrally-Located ApartmentBright & Modern 1-bedroom Apartment!Just 2 seconds from the tube, convenience is at your doorstep.This sleek apartment offers stylish interiors, ample natural light and all the modern amenities you need for a comfortable stay.Perfectly located in the vibrant E1 area, you’ll have easy access to local shops, cafes and cultural hotspots.Ideal for professional and couples seeking a chic and convenient London base."
"1 Bed Flat, Leman Street, E1",E1,"£2,200.00",£507.69,1,1,2,London,"£2,538.46","£2,200.00",No,-,Yes,Yes,No,Yes,"01 November, 2024",12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-leman-street-e1/2219630,,"Available from November 2024A modern and bright 1 bed apartment located on the 4th floor (with lift), set within a Grade II listed building converted into a collection of unique apartments close to the City of London.This stunning 1 bedroom/ 1 bathroom flat, that can perfectly suit for a professional couple, has oak and stone flooring throughout the area. You will benefit from a new kitchen supplied with integrated fridge/freezer, dishwasher, oven and glass ceramic top hub.Amenities- Dishwasher- Fridge/Freezer- Oven - Washer/Dryer - Induction Hub- TVLocated in the Tower Hill area, not far from the Tower of London. Sugar House apartments benefit of excellent connections, with Tower Hill underground and DLR stations at a short walking distance as well as Aldgate East station with links to District and Hammersmith & City lines.OVERVIEW1 bedroom1 bathroomFurnishedLong letAvailable in NovemberReferences will be required along with security deposit equivalent to 5 weeks rent"
"1 Bed Flat, One Crown Place, EC2A",EC2A,"£3,683.33",£850.00,1,1,2,City Of London,"£4,249.99","£3,683.33",No,-,Yes,Yes,Yes,Yes,Today,12 Months,Yes,No,No,Furnished,http://openrent.co.uk/property-to-rent/city-of-london/1-bed-flat-one-crown-place-ec2a/2128999,,"A stunning 1 bedroom apartment in the sought after iconic development One Crown Place, EC2A, situated in the City of London.This contemporary 1 bedroom apartment in situated within this stunning residential development, One Crown Place, located walking distance from London Liverpool Street & Moorgate Station. Comprising open-plan living area, stunning oak wood herringbone wood flooring leading to a private winter garden with full-sized floor to ceiling windows, high-specification finish stylish integrated kitchen, spacious master bedroom with fitted wardrobes and modern bathroom suite with Jack and Jill.Residents benefit from a 24hr concierge service and amenities including a gym, screening room, private dining room and terrace space set on the 7th floor. The neighbourhood offers a wide mix of smart, award-winning restaurants, independent bars, cafes and shops in the nearby Broadgate, Spitalfields Market and Devonshire Square. The apartment is a few minutes away from Liverpool Street Rail and Underground station providing access to Circle, Hammersmith & City, and Metropolitan Underground trains, London Overground (including Stanstead Express), Tfl Rail and the future Crossrail station. Trans from Liverpool Street link London with Cambridgeshire, Essex, Hertfordshire, Norfolk and Suffolk.One Crown boasts a fantastic location, a stone's throw from Liverpool Street Station (approximately 0.3 miles) and Moorgate Station (approximately 0.3 miles). The development has a high specification with comfort cooling and benefits from fantastic on site amenities which include 24 hour concierge residents' lounge, screening room, workhub, gym, private dining room, treatment room and communal terrace."
"1 Bed Flat, Pepys Street, EC3N",EC3N,"£2,350.00",£542.31,1,1,2,London,"£2,350.00","£2,350.00",No,-,Yes,Yes,No,No,"22 September, 2024",6 Months,No,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-pepys-street-ec3n/2150306,,"600 square foot, 1 bedroom whole flat, concierge, parking available, near Four Seasons Hotel, 1 minute to Tower Hill station, central heating."
"1 Bed Flat, St. Johns House, EC3N",EC3N,"£2,350.00",£542.31,1,1,2,London,£0.00,"£2,350.00",Yes,-,Yes,Yes,Yes,Yes,"15 September, 2024",1 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-st-johns-house-ec3n/2218076,,"1BR Apartment Available from 15th September to 24th NovemberLooking for a short-term tenant to take over my cozy 1-bedroom apartment in the heart of the city. Perfectly located with excellent transport links and nearby amenities, this fully-furnished flat is available from 15th September to 24th November.Rent: £2,350 pcmAll bills included – water, gas, electricity, and high-speed internet.Special Offer: Book for the full 2 months, and get 1 week free!Key Features:Spacious 1-bedroom apartmentModern, fully-equipped kitchenBright and airy living roomBills and Wi-Fi included in the rent4 minutes' walk from Tower Hill Station with connections to the City, West End, and Canary Wharf4 minutes' walk from Aldgate Station with connections to the City, West End, and Canary Wharf4 minutes' walk to Fenchurch Street Station for various overland services8 minutes' walk to the Thames footpath, Tower Bridge, and Tower Hill Millennium Pier8 minutes' walk to St Katharine Docks with its waterfront bars, restaurants, and shopsPrime city-center location, ideal for professionals or couples seeking a short-term stayDon’t miss out on this fantastic opportunity to enjoy city living with unbeatable convenience!"
"1 Bed Flat, Merchant House, E1",E1,"£1,970.00",£454.62,1,1,2,London,"£2,273.07","£1,970.00",No,-,Yes,Yes,No,No,"28 September, 2024",12 Months,No,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-merchant-house-e1/2185520,,"Welcome to this cosy, bright and lovely one bedroom one bath locating in the Aldgate Area. The combination of historic and modern excites people a lot: to the East is the delights of Brick Lane and to the West is the City...all based around Spitalfields cobbled market!The location is extremely good. You can walk to two main underground stations within five minutes: Aldgate and Aldgate East. The Liverpool st station is within 10 minutes' walk as well.The property is located in a resident access only yard, so you can stay away from the hustle and bustle fochten city. It has been re-newed recently, and it comes with all essential furniture (dishwasher provided!).* Secured and private parking included.【Local Area】Whitechapel, a London marvel where old meets new. But proximity to London’s original city centre isn’t the only benefitof living in this area. Whether suited and booted in the financial district of the City or letting loose in Shoreditch, the EC3 postcode effortlessly blends the best of east and central London.【Culture and Leisure】Creative arts flourish in the area through galleries and venues such as Whitechapel, Old Truman’s Brewery and Wilton’s Music Hall. There are many smaller art and design workshops and venues along Brick Lane and Shoreditch High Street, just within a 10-minute walk.【Shopping and Catering】Aldgate High Street is home to a range of retailers and chic boutiques that sell clothes, accessories, home decor and food. However, the most exciting shopping experiences in the East End stem from the local markets. Combining consumption and production, the market has been a stalwart of East London’s streets for hundreds of years.* Secured and private parking available.Viewing available from Monday to Saturday."
"2 Bed Flat, Artillery Lane, E1",E1,"£3,250.00",£750.00,2,1,3,London,"£3,750.00","£3,250.00",No,-,Yes,No,Yes,Yes,Today,12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-artillery-lane-e1/2167589,,"Presenting a fantastic two-bedroom apartment spread across the third and fourth floors, located in close proximity to Liverpool Street station and nestled within the vibrant Artillery Lane, which leads to the renowned Spitalfields market.This stylish property boasts a bright reception room, creating an inviting living space. The fabulous open-plan kitchen features brand-new integrated appliances, perfect for culinary enthusiasts. The well-proportioned bedrooms offer comfort and relaxation, while the luxurious family bathroom adds a touch of elegance.Situated just off Bishopsgate, Artillery Lane is an ideal location for those working in the City, with a short walking distance to Liverpool Street station, offering underground and mainline services. Aldgate East station, served by the District line, is also just minutes away. The area is brimming with trendy shops, bars, and restaurants, with fashionable Spitalfields and Shoreditch right on your doorstep.Liverpool Street station is set to benefit from the upcoming Crossrail (Elizabeth Line), which will provide faster and convenient transportation options across the city, connecting the West End and Heathrow.For council tax purposes, the property falls under Band D, with an annual charge of £1,145.63 for the 2023-24 period. The local authority overseeing the area is the City of London.With a total square footage of 817 (76 sqm), this apartment offers a comfortable and stylish living space in a prime location.In summary, this fantastic two-bedroom apartment in the heart of Artillery Lane offers convenience, style, and easy access to transport links. Whether you're looking to immerse yourself in the vibrant city lifestyle or seeking a comfortable retreat, this property provides an excellent opportunity to enjoy the best of London living."
"2 Bed Flat, Monument Street, EC3R",EC3R,"£3,200.00",£738.46,2,2,4,London,"£3,692.30","£3,200.00",No,-,Yes,No,No,No,Today,12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-monument-street-ec3r/2150536,,"AVAILABLE IMMEDIATELY!Flat to rent in Werna House, 31 Monument Street, London EC3RVIDEO AVAILABLE ON REQUEST -STUDENTS WELCOME!Property features·         Two Double Bedroom Apartment·         Two Bathrooms (One En-suite)·         Separate Kitchen and Lounge·         CLOSE TO LSE AND UNIVERSITIES·         Lift to all Floors·         Concierge·         Paul Neuhaus Lighting Throughout the Property·         Wooden Floors Throughout the Property·         Min's Walk To Monument, Bank, Tower Hill·         Min's To Amenities & TransportSTUDENTS WELCOME!Property descriptionThe flat is a large apartment situated in a modern residential building on Monument Street in the heart of the City.Close to LSE and Universities.The apartment comprises 2 double bedrooms, 2 bathrooms, 1 on-suite, 2 receptions, fully furnished to a very high standard, a fully fitted separate kitchen with all appliances.Benefits from a concierge.Half a minute walk from Monument Station and Fenchurch Street Station."
"Room in a Shared Flat, Herbert House, E1",E1,"£1,100.00",£253.85,3,1,1,London,"£1,100.00","£1,100.00",Yes,-,Yes,No,No,No,"01 October, 2024",6 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-flat-herbert-house-e1/2224765,,"Available 1st OctoberDouble Room£1100 PCMAll Bills IncludedNo DSS / No CoupleAddress: Herbert House Old Castle street E1 7TWLocated just a short walk to Aldgate East Station and in the heart of Spital Fields, this property offers you the best of London living. Imagine being just steps away from the station and a stone's throw from the buzzing scenes!"
"Room in a Shared Flat, Old Castle Street, E1",E1,"£1,100.00",£253.85,3,1,1,London,£507.69,"£1,100.00",Yes,-,Yes,No,Yes,Yes,"01 October, 2024",6 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-flat-old-castle-street-e1/2217432,,"We are proud to offer this delightful room in a 3 bedroom, 1 bathroom shared flat in a great location.Available to move in from 01 October 2024. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing!SummaryRent £1,100.00 per month (£253.85 per week)Deposit / Bond is £507.69Minimum tenancy is 6 monthsMaximum number of tenants is 1"
"3 Bed Flat, Bell Lane, E1",E1,"£2,800.00",£646.15,3,1,3,London,"£3,230.76","£2,800.00",No,-,Yes,Yes,No,Yes,"01 October, 2024",12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/3-bed-flat-bell-lane-e1/2192547,,"3 Bed flat spreaded into 2 floors with 1 bathroom and 1 toilet available from 1st of October 2024.2,850 GBP whole flat letting ( Council tax included ). No room renters. Owner can include internet ( BT fibre optic )and water for extra 80 gbp on top. Gas / Electricity 60-150 per month based on the season .All the rooms have desk and chair, double bed , chest of drawer and wardrobe . The flat is located in a very lively area with plenty of restaurant and shops. Nearby Spitalfield Market , Brick Lane Market , Shoreditch .2 mins from Spitafield/Bricklane/Liverpool Street( Elizabeth Line / Central Line / Hammersmith and City Line ) 2 mins walk to Aldgate East ( district line / circle line )5 mins by tube to Bank15 mins by tube to Temple - KCL15 mins by tube to Holborn - LSENearby universities including City University , LSE, UCL , KCL, LCF, Queen Marry , Coventry Univetsity , Uni of Westminster . All within 10-20 mins by commute .Feel free to message us ASAP introducing yourself and letting us know when you can view the flat."
